REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
San Martín;Mirador Natural Alto Shilcayo;Miradores naturales;"""Mirador con vista panorámica de la selva alta en Tarapoto."""
Áncash;Museo De Arqueología E Historia Natural De Yungay-Ranrahirca;Museos;"""Museo que conserva piezas arqueológicas e historia natural en Áncash."""
Cajamarca;Aguas Termales De Baños De Quilcate;Ojos de agua;"""Baños termales medicinales situados en Huancavelica."""
Áncash;Comunidad De Vicos;Tradicionales;"""Comunidad que preserva costumbres ancestrales en Huaraz."""
San Martín;Mirador Ahuashiyacu;Miradores naturales;"""Mirador turístico que ofrece vistas de la catarata Ahuashiyacu."""
Cajamarca;Chullpa De Chetilla;Otros;"""Construcción funeraria preincaica en Cajamarca."""
Piura;Playa San Pedro;Playas;"""Playa tradicional de Lurín con restaurantes de comida marina."""
Puno;Templo De San Sebastián;Templo;"""Iglesia colonial dedicada a San Sebastián en Cajamarca."""
Áncash;La Mozo Danza;Música y Danzas;"""Danza festiva que representa a los mozos o jóvenes danzantes."""
Huánuco;Baños Termales Del Inca;Otros;"""Complejo termal usado desde tiempos preincaicos en Cajamarca."""
Puno;Laccaya Tinajani Tierra Del Airampo;Lugares pintorescos de flora y fauna;"""Formación rocosa roja típica del altiplano puneño."""
Ayacucho;Catarata De Limayhuacho;Cataratas;"""Cascada que cae en pozas naturales rodeada de bosque altoandino."""
Ayacucho;Laguna De Qoricancha  U Occeccocha ;Lagunas;"""Laguna altoandina vinculada a antiguos mitos incaicos."""
Ucayali;Malecón Del Reloj Público - Pucallpa;Paseos peatonales;"""Malecón de Pucallpa famoso por su reloj público y artesanía."""
Puno;Capilla De San Pedro De Challapampa.;Capilla;"""Capilla de construcción colonial ubicada en Puno."""
Puno;Putucos;Casa de Valor Arquitectónico;"""Estructuras circulares de piedra usadas como silos preincaicos."""
San Martín;Fiesta Patronal Santiago Apóstol Y Santa Ana De Moyobamba;Fiestas religiosas-patronales;"""Fiesta patronal con procesiones y música en Moyobamba."""
San Martín;Aniversario De Fundación Española De Moyobamba;Otros;"""Fiesta de aniversario con desfiles y danzas en Moyobamba."""
Ucayali;Danza Changanacuy;Música y Danzas;"""Danza tradicional que representa escenas festivas andinas."""
Áncash;Danza Anti;Música y Danzas;"""Danza guerrera que evoca a los antiguos antis de la selva."""
Ayacucho;Observatorio  Natural De Condores  Del Cañon De Yanapaqcha;Miradores naturales;"""Observatorio natural para ver cóndores en el cañón de Yanapaqcha."""
Áncash;Los Negritos De Huallanca;Música y Danzas;"""Danza festiva afroandina originaria de Huallanca."""
San Martín;Centro De Conservación Waqanki;Centros de rescate o conservación;"""Centro dedicado a la protección de orquídeas y aves en Tarapoto."""
Piura;Isla Foca;Islas;"""Isla costera con lobos marinos, aves y biodiversidad marina."""
Ucayali;Catarata Alto Shambillo;Cataratas;"""Cascada selvática de aguas cristalinas en Ucayali."""
Ucayali;Danza Zitaracuy;Música y Danzas;"""Danza de origen mestizo que representa el trabajo agrícola."""
Ucayali;Danza Chimaychi;Música y Danzas;"""Danza amazónica que mezcla gestos teatrales y humor."""
Ucayali;Danza Pandilla;Música y Danzas;"""Danza tradicional amazónica que se baila en grupo."""
Ucayali;Juane;Platos Típicos;"""Plato típico amazónico de arroz con pollo envuelto en hoja de bijao."""
Apurímac;Mirador De San Cristóbal ;Miradores naturales;"""Mirador con vistas a la ciudad y montañas de Lima."""
Ucayali;Aguajina;Bebidas Típicas;"""Bebida amazónica hecha del fruto de aguaje."""
Ucayali;Fiesta Patronal De San Juan;Fiestas religiosas-patronales;"""Fiesta en homenaje a San Juan Bautista con procesiones y bailes."""
Lima;Carnavales De Ribeños Y Bajeños;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval tradicional ribereño con comparsas y danzas."""
Ucayali;Cecina Con Tacacho;Platos Típicos;"""Plato amazónico de cerdo ahumado acompañado de plátano frito."""
Ayacucho;Laguna De Osccoccocha ;Lagunas;"""Laguna altoandina rodeada de leyendas incas."""
Lima;Playa Arica;Playas;"""Playa de arena gris y mar fuerte en Tacna."""
Cusco;Valle De Andahuaylillas;Valles;"""Valle tradicional con iglesias coloniales cerca de Cusco."""
Puno;Playa Ecoturística De Moyapampa;Playas;"""Playa de arena clara con atractivo ecoturístico en la costa."""
Puno;Sitio Arqueológico De Lamparaquen;Fortalezas;"""Sitio arqueológico preincaico con recintos circulares en Arequipa."""
Ucayali;Refresco De Cocona;Bebidas Típicas;"""Bebida refrescante hecha con el fruto amazónico de cocona."""
Ucayali;Bebida Tipica Camu Camu;Bebidas Típicas;"""Bebida típica de sabor ácido elaborada con camu camu amazónico."""
Puno;Artesanía De Juli;Otros;"""Artesanías en cerámica y textiles típicas del altiplano puneño."""
Arequipa;Cataratas De Shanquillay;Cataratas;"""Cataratas en medio de bosque nuboso en Cajamarca."""
Arequipa;Ciudadela De Antaymarca;Ciudadelas;"""Ciudadela preincaica ubicada en los Andes centrales."""
Arequipa;Volcán Jechapita;Volcanes;"""Pequeño volcán con actividad fumarólica en Tacna."""
Cajamarca;Farallones Faical;Cerros;"""Formación rocosa vertical de gran altura en Piura."""
Áncash;Danza Los Shacshas De Huaraz;Música y Danzas;"""Danza típica huaracina con cascabeles en las piernas."""
Áncash;Fiesta De Carnavales San Nicolas;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval tradicional con música y comparsas en San Nicolás."""
Áncash;Santuario De Nuestra Señora De Asunción De Chacas (Mama Ashu);Santuario;"""Santuario religioso que guarda la imagen de Mama Ashu en Áncash."""
Áncash;Nevado Palcaraju;Nevado;"""Montaña nevada de la cordillera Blanca en Áncash."""
Cajamarca;Lagunas Arreviatadas;Lagunas;"""Lagunas altoandinas de color turquesa en la cordillera Blanca."""
San Martín;Mirador Altomira - Saposoa;Miradores naturales;"""Mirador natural con vistas al valle y la ciudad de Saposoa."""
Pasco;Parque De La Identidad Pozucina - Prusia;Parques;"""Parque urbano que celebra la identidad cultural de Pozuzo."""
Lima;Iglesia Virgen De La Asunción De Ámbar;Iglesias;"""Iglesia colonial dedicada a la Virgen de la Asunción en Ámbar."""
Ayacucho;Laguna De  Huanzo;Lagunas;"""Laguna altoandina de aguas tranquilas rodeada de montañas."""
Ayacucho;Maqueta De Luichumarca;Otros;"""Maqueta que representa el antiguo pueblo de Luichumarca."""
San Martín;Río Mayo, Sector Juan Antonio - Tahuishco;Ríos;"""Tramo escénico del río Mayo popular para paseos en bote."""
Lima;Iglesia De Santo Toribio De Mogrovejo De Chosica;Iglesias;"""Iglesia histórica de estilo neoclásico en Chosica."""
Madre De Dios;Parque Nacional Alto Purús;Parques Nacionales;"""Área natural protegida con gran biodiversidad amazónica."""
Áncash;Centro Recreacional Vivero Forestal De Chimbote;Jardines Botánicos y Viveros;"""Centro recreativo con lagunas, jardines y especies nativas."""
San Martín;Fundo Niño Jesús;Agricultura;"""Fundo turístico con áreas verdes y producción agrícola."""
Ayacucho;Casa De Felipe Guaman Poma De Ayala;Casas Históricas;"""Casa donde vivió el cronista indígena Felipe Guaman Poma."""
Lima;Plaza De Armas De Pachacámac;Plazas;"""Plaza principal rodeada de iglesias y casonas coloniales."""
Piura;Carnaval De Catacaos;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval tradicional con comparsas y coloridos vestuarios."""
Piura;Iglesia San Francisco;Iglesias;"""Iglesia histórica de estilo barroco ubicada en Piura."""
Puno;Festividad Virgen De La Inmaculada Concepción;Fiestas religiosas-patronales;"""Fiesta religiosa con procesiones, música y danzas."""
Lima;Fiesta Patronal Santísima Virgen María Del Rosario;Fiestas religiosas-patronales;"""Fiesta patronal dedicada a la Virgen María del Rosario."""
Puno;Pinturas Rupestres De Convental;Pintura Rupestre;"""Pinturas rupestres preincaicas en abrigos rocosos."""
Lima;Festival De La Fresa;Festivales;"""Evento gastronómico y cultural dedicado a la fresa."""
Áncash;Laguna De Conococha;Lagunas;"""Laguna de gran altitud que alimenta el río Santa."""
Piura;Ovalo Grau;Otros;"""Monumento urbano homenaje al héroe nacional Miguel Grau."""
Piura;Plaza De Armas De Piura;Plazas;"""Plaza principal de Piura, centro cívico y cultural."""
Piura;Plazuela Ignacio Merino;Plazuelas;"""Plazuela histórica en honor al pintor Ignacio Merino."""
Puno;Islas Anapia Y Yuspique;Islas;"""Islas del lago Titicaca habitadas por comunidades aimaras."""
Puno;Farallones Pétreos De Tambillo;Formaciones rocosas(bosque de piedra);"""Formaciones rocosas de gran tamaño en la sierra sur."""
Ica;Sopa Seca Con Carapulcra;Platos Típicos;"""Guiso criollo limeño que mezcla carapulcra con fideos."""
Piura;Represa De Poechos;Represas;"""Represa que regula el río Chira y permite riego agrícola."""
Lima;Antigua Taberna Queirolo;Bares;"""Taberna limeña tradicional fundada en el siglo XIX."""
Arequipa;Zona Monumental De Yanahuara;Otros;"""Conjunto de calles y casonas coloniales en Arequipa."""
Tumbes;Playa La Cruz;Playas;"""Playa norteña de arena fina y mar tranquilo."""
Piura;Cerro Ñañañique;Templos;"""Cerro característico de Piura con leyendas locales."""
Loreto;Leyenda Origen De Contamana;Mitos;"""Relato mítico sobre el origen del pueblo amazónico de Contamana."""
San Martín;Cerro Mirador Andino Amazónico;Cerros;"""Mirador natural que combina vistas de selva y sierra."""
Arequipa;Playa Sombrero Grande;Playas;"""Playa de gran extensión y olas fuertes en la costa norte."""
Lima;Laguna Cochaquillo;Lagunas;"""Laguna rodeada de vegetación ubicada en la selva alta."""
Pasco;Zona Arqueológica Marka Marka;Ciudadelas;"""Sitio arqueológico con recintos y andenes preincaicos."""
Lima;Malecon José Olaya;Malecones;"""Malecón turístico junto al río en el puerto de Huacho."""
Loreto;Fundación De Contamana;Fiestas Tradicionales(Herranza, carnavales, otros);"""Fecha que conmemora la fundación de Contamana, Loreto."""
San Martín;Cueva De Palestina;Cuevas;"""Cueva con formaciones de estalactitas y fauna endémica."""
Cusco;Río Vilcanota Tramo Ccachabamba - Piñipampa;Ríos;"""Tramo del río Vilcanota que recorre zonas arqueológicas."""
Puno;Danza Awqui Awqui;Música y Danzas;"""Danza satírica que ridiculiza a personajes españoles coloniales."""
Cajamarca;Cascada De Chilinmayo;Cataratas;"""Cascada selvática de varias caídas en la región Huánuco."""
Puno;Sitio Arqueologico De Cotañi En Vilquechico;Templos;"""Centro ceremonial preincaico en Puno con chullpas de piedra."""
Lima;Festival De La Salchicha Huachana;Festivales;"""Festival gastronómico que celebra la salchicha tradicional de Huacho."""
Lima;Vivero Municipal Agrotecnológico ;Jardines Botánicos y Viveros;"""Espacio educativo para la producción de plantas y cultivos."""
Lima;Danza De Los Chanchas;Música y Danzas;"""Danza tradicional de Huánuco que imita movimientos de chanchos."""
Puno;Laguna De Chuaqota;Lagunas;"""Laguna altoandina con aguas oscuras y mitos locales."""
Puno;Molino De Oro Corani;Molino;"""Molino artesanal donde se extrae oro en Corani, Puno."""
Lima;Mazamorra De Uva De Lunahuana;Dulces Típicos;"""Postre tradicional de Lunahuaná hecho a base de uvas."""
Ayacucho;Aguas Termales De Qosniq;Otros;"""Baños termales con propiedades medicinales en el altiplano."""
