REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Tacna;Ciudadela De Qampaycata Y/O Moqui;Ciudadelas;"""Restos arqueológicos preincaicos construidos en piedra sobre terrazas andinas."""
Tacna;Pinturas Rupestres De Toquepala;Pintura Rupestre;"""Pinturas rupestres que representan escenas de caza con más de 7,000 años."""
Tacna;Playa Ite-Inglesa;Playas;"""Playa de arena fina y aguas tranquilas ideal para el descanso y deportes."""
Tacna;Iglesia San Benedicto;Iglesias;"""Iglesia colonial que destaca por su sencilla arquitectura andina."""
Tacna;Baños Termales De Putina-Ticaco;Otros;"""Baños termales rodeados de montañas, frecuentados por locales y turistas."""
Apurímac;Aguas Termales De Ccocho;Ojos de agua;"""Pozas de aguas termales naturales usadas para baños medicinales."""
Amazonas;Sitio Arqueológico Laguna De Los Cóndores ;Cementerios;"""Sitio arqueológico con mausoleos funerarios preincaicos junto a una laguna."""
Ucayali;Área De Conservación Regional Imiria;Lagunas;"""Área natural protegida que conserva bosques inundables y biodiversidad amazónica."""
Ucayali;Laguna Yarinacocha;Lagunas;"""Laguna amazónica famosa por sus paisajes y actividades turísticas."""
Ucayali;Comunidad Nativa San Francisco;Tradicionales;"""Comunidad nativa que conserva tradiciones y cultura shipibo-conibo."""
Ucayali;Catarata Velo De La Novia;Cataratas;"""Cascada de gran altura que cae en forma de velo rodeada de vegetación."""
Ucayali;Catarata Ducha Del Diablo;Cataratas;"""Cascada con caída potente y paisaje selvático que impresiona a visitantes."""
Áncash;Laguna Parón;Lagunas;"""Laguna altoandina de aguas turquesas rodeada de montañas nevadas."""
Áncash;Cañón Del Pato;Cañones;"""Impresionante cañón tallado por el río Santa entre cordilleras."""
Áncash;Quebrada Santa Cruz;Quebradas;"""Quebrada andina famosa por su ruta de trekking y vistas a glaciares."""
Áncash;Quebrada Los Cedros;Quebradas;"""Quebrada rica en biodiversidad con senderos para caminatas ecológicas."""
Áncash;Carrera A La Cinta;Música y Danzas;"""Tradicional carrera atlética que se realiza cada año en la región."""
Áncash;Nevado Alpamayo;Nevado;"""Montaña considerada una de las más bellas del mundo por su forma piramidal."""
Áncash;Gruta De San Patricio;Grutas;"""Gruta natural que alberga imágenes religiosas y recibe peregrinos."""
Áncash;Nevado Pastoruri;Nevado;"""Glaciar accesible donde se pueden observar formaciones de hielo y nieve."""
Áncash;Cerro Pan De Azucar;Sitios de Batalla;"""Cerro de forma peculiar que se asemeja a un pan de azúcar."""
Áncash;Laguna Chinancocha - Llanganuco;Lagunas;"""Laguna de aguas color verde esmeralda rodeada de montañas nevadas."""
Áncash;Laguna Patococha;Lagunas;"""Laguna pequeña famosa por su belleza y avistamiento de aves."""
Áncash;Nevado Huascarán;Nevado;"""Montaña más alta del Perú, símbolo de la cordillera Blanca."""
Áncash;Campo Santo De Yungay;Campos santos;"""Cementerio que recuerda la tragedia del alud que sepultó la ciudad de Yungay."""
Apurímac;Sitio Arqueológico De Saywite;Zonas arqueológicas;"""Petroglifo monolítico con tallados que representan canales y figuras."""
Apurímac;Templo San Pedro De Haquira ;Templo;"""Iglesia colonial ubicada en Haquira con retablos y arte religioso."""
Apurímac;Baños Termales De Cconoc;Otros;"""Pozas termales naturales a orillas del río Apurímac muy visitadas."""
Apurímac;Sitio Arqueológico De Qorimarca;Zonas arqueológicas;"""Vestigios arqueológicos incaicos que dominan el paisaje andino."""
Apurímac;Santuario Nacional De Ampay ;Santuarios Nacionales;"""Santuario natural que protege bosques de intimpa y fauna endémica."""
Apurímac;Sitio Arqueológico De Sóndor;Zonas arqueológicas;"""Conjunto arqueológico de origen preincaico con plataformas y recintos."""
Apurímac;Laguna De Matara;Lagunas;"""Laguna altoandina rodeada de pastizales y aves silvestres."""
Apurímac;Sitio Arqueológico De Markansaya ;Zonas arqueológicas;"""Complejo arqueológico con recintos y andenes en la región andina."""
Apurímac;Laguna Occocco;Lagunas;"""Laguna de altura que refleja el paisaje montañoso circundante."""
Apurímac;Templo San Miguel Arcángel De Mamara ;Templo;"""Iglesia colonial con campanario de piedra y retablos barrocos."""
Arequipa;Iglesia San Miguel Arcángel De Cayma;Iglesias;"""Iglesia barroca arequipeña con retablos tallados y fachada de sillar."""
Arequipa;Catarata De Sipia;Cataratas;"""Cascada impresionante que forma parte del cañón del río Cotahuasi."""
Arequipa;La Mansión Del Fundador;Casa de Valor Arquitectónico;"""Mansión colonial construida en sillar que perteneció a un antiguo fundador."""
Arequipa;Mirador De Yanahuara;Miradores;"""Mirador tradicional con arcos de sillar que ofrece vistas a los volcanes."""
Arequipa;Cuevas De Sumbay;Cuevas;"""Cuevas con arte rupestre que representan figuras de camélidos y cazadores."""
Arequipa;Volcán Misti;Volcanes;"""Volcán activo símbolo de Arequipa por su forma cónica perfecta."""
Áncash;Casa De La Cultura De La Provincia De Aija Santiago Antúnez De Mayolo;Casa de Valor Arquitectónico;"""Casa cultural que preserva y difunde el patrimonio histórico de la provincia."""
Apurímac;Cañón Del Apurímac;Cañones;"""Cañón profundo que forma parte del recorrido del río Apurímac."""
Arequipa;Complejo De Aguas Termales De Yura;Otros;"""Conjunto de pozas termales naturales y piscinas acondicionadas para el público."""
Arequipa;Valle De Los Volcanes;Volcanes;"""Valle con más de ochenta conos volcánicos formados por erupciones antiguas."""
Arequipa;Reserva Nacional De Salinas Y Aguada Blanca;Reservas Nacionales;"""Reserva que protege vicuñas, paisajes altoandinos y lagunas salinas."""
Arequipa;Complejo Arqueológico  Toro Muerto;Petroglifos (Grabados en piedra);"""Zona arqueológica con miles de petroglifos tallados en piedra volcánica."""
Arequipa;Mirador De La Cruz Del Condor;Miradores naturales;"""Mirador natural famoso por el avistamiento del majestuoso cóndor andino."""
Arequipa;Valle Del Colca;Valles;"""Valle andino con terrazas agrícolas, pueblos tradicionales y paisajes imponentes."""
Arequipa;Iglesia San Juan Bautista;Iglesias;"""Iglesia colonial que destaca por su fachada de piedra y retablos barrocos."""
Arequipa;Santuario Nacional Lagunas De Mejía;Santuarios Nacionales;"""Área natural protegida que alberga lagunas costeras y gran diversidad de aves."""
Cajamarca;Iglesia Catedral  Santa Catalina;Iglesias;"""Catedral arequipeña de sillar blanco con torres imponentes y amplio atrio."""
Cajamarca;Iglesia San Antonio De Padua - San Francisco;Iglesias;"""Iglesia franciscana con claustros y retablos que conservan arte colonial."""
Cajamarca;Mirador Del Cerro Santa Apolonia;Miradores;"""Mirador natural que ofrece vistas panorámicas de Cajamarca y sus alrededores."""
Cajamarca;Conjunto Monumental Belén;Complejo monumental;"""Conjunto arquitectónico barroco formado por iglesia, hospital y capillas."""
Cajamarca;El Cuarto Del Rescate;Murallas;"""Histórica sala donde Atahualpa fue preso y ofreció el rescate en oro."""
Cajamarca;Complejo Arqueológico De Layzón;Templos;"""Restos arqueológicos preincaicos conocidos por sus andenes y recintos."""
Cajamarca;Complejo Arqueológico Huacaloma;Templos;"""Centro ceremonial y habitacional de la cultura preincaica Cajamarca."""
Cajamarca;Ventanillas De Otuzco;Cementerios;"""Necrópolis preincaica con nichos tallados en roca volcánica."""
Cajamarca;Granja Porcón;Granadería;"""Proyecto agroforestal que combina turismo, crianza de animales y reforestación."""
Cajamarca;Complejo Arqueológico Cumbemayo;Templos;"""Complejo ceremonial preincaico famoso por su canal hidráulico tallado en roca."""
Cajamarca;Hacienda La Colpa;Granadería;"""Hacienda tradicional famosa por su campana de bronce y leyendas locales."""
Apurímac;Templo San Pedro De Andahuaylas ;Iglesias;"""Iglesia colonial de Andahuaylas con retablos tallados y rica historia religiosa."""
Apurímac;Cárcel De Piedra O “Qaqacárcel” De Haquira;Murallas;"""Formación rocosa usada como prisión natural en la época colonial."""
Apurímac;Puente Colonial De San Nicolas De Tolentino;Puentes;"""Puente de piedra construido por los españoles que aún está en uso."""
Apurímac;Templo Colonial De Ayrihuanca;Templo;"""Iglesia colonial con pinturas murales y detalles barrocos."""
Áncash;Monumento Arqueológico Chavín De Huantar;Templos;"""Centro ceremonial de la cultura Chavín declarado Patrimonio de la Humanidad."""
Loreto;Río Amazonas (Iquitos- Nauta- Pacaya Samiria);Ríos;"""Tramo navegable del río más caudaloso del mundo que conecta pueblos amazónicos."""
Cajamarca;Museo De Sitio Kuntur Wasi;Museos de sitio;"""Museo que alberga piezas de oro y cerámica de la cultura Kuntur Wasi."""
Cajamarca;Complejo Turístico Baños Del Inca;Ojos de agua;"""Centro termal famoso desde tiempos preincaicos por sus aguas medicinales."""
Cajamarca;Laguna De Quengococha;Lagunas;"""Laguna altoandina rodeada de montañas y paisaje pastoril."""
Cajamarca;Laguna De Yaguarcocha;Lagunas;"""Laguna cuyo nombre significa ‘laguna de sangre’ por el color de sus aguas."""
Cajamarca;Complejo Arqueológico La Chocta;Templos;"""Conjunto arqueológico preincaico con recintos y plataformas de piedra."""
Cajamarca;Complejo Arquelógico Tantarica;Templos;"""Vestigios de la cultura preincaica Tantarica rodeados de paisaje andino."""
Cajamarca;Represa Gallito Ciego;Represas;"""Represa importante para la irrigación agrícola en la región."""
Cajamarca;Ventanillas De Jangala;Otros;"""Necrópolis preincaica con tumbas excavadas en formaciones rocosas."""
Cajamarca;Complejo Arqueológico Kuntur Wasi;Templos;"""Centro ceremonial de la cultura Kuntur Wasi con recintos y plazas."""
Huánuco;Puente Calicanto;Puentes;"""Puente de piedra colonial que une los márgenes del río en Cajamarca."""
Huánuco;Casa Hacienda Pucuchinche;Casa-Hacienda;"""Antigua hacienda que conserva arquitectura y tradiciones rurales."""
Huánuco;Zona Arqueológica Monumental De Kotosh;Zonas arqueológicas;"""Templo ceremonial preincaico famoso por las manos cruzadas de piedra."""
Huánuco;Zona Arqueológica Monumental De Huánuco Pampa;Zonas arqueológicas;"""Importante centro administrativo incaico construido sobre una pampa extensa."""
Junín;Área De Conservación Regional Huaytapallana ;Áreas de conservación regional;"""Área natural protegida que resguarda nevados y ecosistemas altoandinos."""
Junín;Plaza Huamanmarca;Plazas;"""Plaza tradicional que resalta por su pileta de piedra y arquitectura colonial."""
Junín;Plaza De La Constitución;Plazas;"""Plaza principal de Huancayo rodeada de edificios históricos y vida urbana."""
Junín;Capilla De La Merced;Capilla;"""Capilla colonial con fachada de sillar y arte religioso."""
Áncash;Laguna Jahuacocha;Lagunas;"""Laguna cordillerana famosa por reflejar picos nevados en sus aguas."""
Puno;Fortaleza De Quequerana;Fortalezas;"""Fortaleza preincaica construida en piedra que domina el valle."""
Junín;Cerrito De La Libertad;Miradores;"""Colina urbana con mirador que ofrece vistas panorámicas de la ciudad."""
Junín;Santuario Arqueológico De Wariwillka ;Santuarios;"""Sitio arqueológico incaico conocido como antiguo oráculo o santuario."""
Junín;Centro Piscícola El Ingenio;Piscigranja;"""Centro de producción de truchas que abastece a restaurantes y visitantes."""
Junín;Convento De Santa Rosa De Ocopa ;Convento;"""Convento franciscano que alberga una valiosa biblioteca y arte colonial."""
Madre De Dios;Collpa Colorado;Collpas;"""Zona de arcilla roja visitada por guacamayos y loros amazónicos."""
Madre De Dios;Reserva Nacional Tambopata;Reservas Nacionales;"""Reserva natural que protege bosques amazónicos y gran biodiversidad."""
Madre De Dios;Collpa Chuncho;Collpas;"""Collpa amazónica donde se congregan guacamayos para alimentarse de arcilla."""
Madre De Dios;Collpa De Guacamayos De Pariamanu;Collpas;"""Collpa en la selva donde guacamayos y loros se reúnen al amanecer."""
Madre De Dios;Lago Tres Chimbadas;Lagos;"""Pequeño lago amazónico ideal para avistamiento de fauna y paseos en canoa."""
Madre De Dios;Lago Cocococha;Lagos;"""Lago amazónico rodeado de selva que alberga abundante vida silvestre."""
Madre De Dios;Lago Sachavacayoc;Lagos;"""Lago amazónico famoso por sus paisajes y diversidad de aves."""
Madre De Dios;Quebrada El Gato;Quebradas;"""Quebrada en la selva que forma pequeñas cascadas y charcos cristalinos."""
Madre De Dios;Lago Sandoval;Lagos;"""Lago amazónico rodeado de selva y hábitat de nutrias y aves exóticas."""
Madre De Dios;Lago Valencia;Lagos;"""Lago amazónico famoso por sus aguas tranquilas y pesca artesanal."""
Madre De Dios;Parque Nacional Del Manu;Parques Nacionales;"""Reserva de biosfera que protege una de las mayores biodiversidades del planeta."""
Moquegua;Plaza De Armas De Moquegua;Plazas;"""Plaza principal de Moquegua rodeada de casonas coloniales y palmeras."""
Amazonas;Sitio Arqueológico Ollape;Ciudadelas;"""Sitio arqueológico preincaico con recintos de piedra y andenes."""
Amazonas;Sitio Arqueológico La Congona;Ciudadelas;"""Conjunto de estructuras funerarias de la cultura Chachapoyas."""
Amazonas;Centro Histórico De La  Jalca Grande;Centros Históricos;"""Caserío histórico con arquitectura tradicional de piedra y techos a dos aguas."""
Amazonas;Sitio Arqueológico Macro;Ciudadelas;"""Fortaleza preincaica construida en lo alto de un cerro con vistas al valle."""
Ayacucho;Mural De Jaime Ayala ;Pinturas murales;"""Mural contemporáneo que rinde homenaje a la identidad cultural local."""
Amazonas;Lago Pomacochas;Lagos;"""Lago altoandino rodeado de montañas y vegetación nublada."""
Amazonas;Catarata Chinata;Cataratas;"""Cascada de gran altura inmersa en la selva amazónica de Amazonas."""
Amazonas;Sitio Arqueológico Revash;Cementerios;"""Construcciones funerarias de la cultura Chachapoyas colgadas en acantilados."""
Amazonas;Zona Arqueológica Monumental Kuélap;Templos;"""Fortaleza preincaica monumental rodeada de murallas y torres circulares."""
Áncash;Laguna Churup;Lagunas;"""Laguna glaciar de aguas turquesas ideal para trekking y fotografía."""
Áncash;Laguna Llaca;Lagunas;"""Laguna cercana a Huaraz, punto de partida para caminatas de alta montaña."""
Áncash;Danza Las Pallas De Corongo;Música y Danzas;"""Danza tradicional femenina que representa leyendas y devoción religiosa."""
Áncash;Nevado Churup;Nevado;"""Nevado andino que destaca por su forma piramidal y paisajes de alta montaña."""
Áncash;Santuario Señor De La Soledad;Santuario;"""Templo colonial que guarda la imagen del Señor de la Soledad, patrono local."""
